Topic Name,Links,Information and Text,Cluster
8.3.programming model concept,#programming-model-concept,"8.3.programming model concept the cooperative groups programming model describes synchronization patterns both within and across cuda thread blocks. it provides both the means for applications to define their own groups of threads, and the interfaces to synchronize them. it also provides new launch apis that enforce certain restrictions and therefore can guarantee the synchronization will work. these primitives enable new patterns of cooperative parallelism within cuda, including producer-consumer parallelism, opportunistic parallelism, and global synchronization across the entire grid. the cooperative groups programming model consists of the following elements: the main concept in cooperative groups is that of objects naming the set of threads that are part of it. this expression of groups as first-class program objects improves software composition, since collective functions can receive an explicit object representing the group of participating threads. this object also makes programmer intent explicit, which eliminates unsound architectural assumptions that result in brittle code, undesirable restrictions upon compiler optimizations, and better compatibility with new gpu generations. to write efficient code, its best to use specialized groups (going generic loses a lot of compile time optimizations), and pass these group objects by reference to functions that intend to use these threads in some cooperative fashion. cooperative groups requires cuda 9.0 or later. to use cooperative groups, include the header file: and use the cooperative groups namespace: the code can be compiled in a normal way using nvcc, however if you wish to use memcpy_async, reduce or scan functionality and your host compilers default dialect is not c++11 or higher, then you must add--std=c++11to the command line.",5
3.3.17.cublasltnumericalimplflags_t,#cublasltnumericalimplflags-t,3.3.17.cublasltnumericalimplflags_t cublasltnumericalimplflags_t: a set of bit-flags that can be specified to select implementation details that may affect numerical behavior of algorithms. flags below can be combined using the bit or operator |.,3
3.3.18.cublasltmatrixlayout_t,#cublasltmatrixlayout-t,3.3.18.cublasltmatrixlayout_t thecublasltmatrixlayout_tis a pointer to an opaque structure holding the description of a matrix layout. usecublasltmatrixlayoutcreate()to create one instance of the descriptor andcublasltmatrixlayoutdestroy()to destroy a previously created descriptor and release the resources.,3
3.3.19.cublasltmatrixlayoutattribute_t,#cublasltmatrixlayoutattribute-t,3.3.19.cublasltmatrixlayoutattribute_t cublasltmatrixlayoutattribute_tis a descriptor structure containing the attributes that define the details of the matrix operation. usecublasltmatrixlayoutgetattribute()andcublasltmatrixlayoutsetattribute()to get and set the attribute value of a matrix layout descriptor.,3
3.3.20.cublasltmatrixtransformdesc_t,#cublasltmatrixtransformdesc-t,3.3.20.cublasltmatrixtransformdesc_t thecublasltmatrixtransformdesc_tis a pointer to an opaque structure holding the description of a matrix transformation operation. usecublasltmatrixtransformdesccreate()to create one instance of the descriptor andcublasltmatrixtransformdescdestroy()to destroy a previously created descriptor and release the resources.,3
3.3.21.cublasltmatrixtransformdescattributes_t,#cublasltmatrixtransformdescattributes-t,3.3.21.cublasltmatrixtransformdescattributes_t cublasltmatrixtransformdescattributes_tis a descriptor structure containing the attributes that define the specifics of the matrix transform operation. usecublasltmatrixtransformdescgetattribute()andcublasltmatrixtransformdescsetattribute()to set the attribute value of a matrix transform descriptor.,3
3.3.22.cublasltorder_t,#cublasltorder-t,3.3.22.cublasltorder_t cublasltorder_tis an enumerated type used to indicate the data ordering of the matrix.,3
3.3.23.cublasltpointermode_t,#cublasltpointermode-t,3.3.23.cublasltpointermode_t cublasltpointermode_tis an enumerated type used to set the pointer mode for the scaling factorsalphaandbeta.,3
3.3.24.cublasltpointermodemask_t,#cublasltpointermodemask-t,3.3.24.cublasltpointermodemask_t cublasltpointermodemask_tis an enumerated type used to define and query the pointer mode capability.,3
3.3.25.cublasltreductionscheme_t,#cublasltreductionscheme-t,"3.3.25.cublasltreductionscheme_t cublasltreductionscheme_tis an enumerated type used to specify a reduction scheme for the portions of the dot-product calculated in parallel (i.e., split - k).",3
3.4.cublaslt api reference,#cublaslt-api-reference,3.4.cublaslt api reference,3
3.4.1.cublasltcreate(),#cublasltcreate,"3.4.1.cublasltcreate() this function initializes the cublaslt library and creates a handle to an opaque structure holding the cublaslt library context. it allocates light hardware resources on the host and device, and must be called prior to making any other cublaslt library calls. the cublaslt library context is tied to the current cuda device. to use the library on multiple devices, one cublaslt handle should be created for each device. parameters: returns: seecublasstatus_tfor a complete list of valid return codes.",3
3.4.2.cublasltdestroy(),#cublasltdestroy,"3.4.2.cublasltdestroy() this function releases hardware resources used by the cublaslt library. this function is usually the last call with a particular handle to the cublaslt library. becausecublasltcreate()allocates some internal resources and the release of those resources by callingcublasltdestroy()will implicitly callcudadevicesynchronize(), it is recommended to minimize the number of times these functions are called. parameters: returns: seecublasstatus_tfor a complete list of valid return codes.",3
